name,datetime,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
spring tx,12/24/2023,62.6,19.4,12.4,17,15.7,92.8,18.326,100,58.33,rain,0,0,47.9,29.6,127.3,1011,67.9,12.8,20.5,4,10,2023-12-24T07:15:05,2023-12-24T17:27:31,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/25/2023,50.9,13.3,4.5,9.6,4.4,66.8,0,0,0,,0,0,38.9,22.6,317.7,1017,22.4,15.8,18.9,1,10,2023-12-25T07:15:31,2023-12-25T17:28:05,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/26/2023,47.66,13.8,3.5,8.4,4,74.3,0,0,0,,0,0,27.7,15.1,120.5,1018.1,55.1,16,14.2,1,10,2023-12-26T07:15:55,2023-12-26T17:28:41,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/27/2023,52.34,18.2,4.2,11,3,63.2,0,0,0,,0,0,37.4,20.4,320.6,1017.4,16.4,14,18.9,3,10,2023-12-27T07:16:18,2023-12-27T17:29:17,0.52,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/28/2023,46.4,14.2,1,7.5,0.7,61.9,0,0,0,,0,0,35.3,21,322.9,1020.9,7.1,16,34.3,4,10,2023-12-28T07:16:40,2023-12-28T17:29:55,0.56,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/29/2023,44.06,13.2,-0.7,5.3,-0.4,62.8,0,0,0,,0,0,31.7,17.7,290.4,1023.6,0.7,16,16.3,2,10,2023-12-29T07:17:00,2023-12-29T17:30:34,0.59,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/30/2023,47.48,18.5,1.1,8.5,0.9,63.8,0,0,0,,0,0,16.6,10.5,274.7,1022.4,3.5,15.9,25.3,4,10,2023-12-30T07:17:19,2023-12-30T17:31:13,0.62,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/31/2023,54.68,22.4,3.2,12.6,7.2,73,0,0,0,,0,0,35.3,20.9,206.2,1019.9,29.2,14.8,31.4,4,10,2023-12-31T07:17:36,2023-12-31T17:31:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/1/2024,55.4,16.4,6.8,12.9,8.9,77.6,0.13,100,4.17,rain,0,0,46,19.7,7.2,1023.1,73.8,10.5,15,1,10,2024-01-01T07:17:51,2024-01-01T17:32:36,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,1/2/2024,47.12,11.3,2.1,6.9,3.9,73.5,8.672,100,16.67,rain,0,0,51.8,21.9,66.7,1022.9,78.8,15.2,9.5,0,10,2024-01-02T07:18:05,2024-01-02T17:33:19,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/3/2024,49.82,14.5,5.1,8.7,6.7,81,9.169,100,16.67,rain,0,0,37.1,20.3,9.8,1019.7,63.7,15.1,13.2,1,10,2024-01-03T07:18:18,2024-01-03T17:34:03,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/4/2024,50.54,17.4,2.8,10.1,4,69.1,0,0,0,,0,0,43.7,27.9,105.5,1019.9,33,13.5,29.5,4,10,2024-01-04T07:18:28,2024-01-04T17:34:47,0.78,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/5/2024,52.52,16.1,6.7,10.9,8.4,83.1,32.486,100,33.33,rain,0,0,47.9,24.1,17.5,1011.1,62.9,12.9,34.3,4,10,2024-01-05T07:18:37,2024-01-05T17:35:32,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/6/2024,49.28,17.1,3.6,9.5,5.1,76.4,0,0,0,,0,0,20.5,11.1,307.8,1014.2,35,12,29.3,4,10,2024-01-06T07:18:45,2024-01-06T17:36:19,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/7/2024,50,17.2,3,10,4.5,72.2,0,0,0,,0,0,37.1,25.5,118.1,1019.9,42.6,15.1,21.8,2,10,2024-01-07T07:18:51,2024-01-07T17:37:05,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/8/2024,59.36,23.9,10.8,15.2,12.3,83.1,7.325,100,54.17,rain,0,0,61,29.5,145.3,1005.6,95.3,13.8,9.8,1,75,2024-01-08T07:18:55,2024-01-08T17:37:53,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/9/2024,47.66,13.2,1.5,7.2,-2.1,47.7,0,0,0,,0,0,62.1,35.5,288.7,1011.9,16.5,15.9,30.8,5,10,2024-01-09T07:18:58,2024-01-09T17:38:41,0.94,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/10/2024,50.9,19.9,0.2,10.5,3.2,64.2,0,0,0,,0,0,46.2,26.1,193.6,1012.3,17.2,16,21,2,10,2024-01-10T07:18:59,2024-01-10T17:39:30,0.98,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/11/2024,64.04,25,8.9,17.8,14.3,81.8,0,0,0,,0,0,48.9,27.1,170.1,1006.8,71.5,13,17.5,1,10,2024-01-11T07:18:58,2024-01-11T17:40:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/12/2024,54.86,21.6,1.7,12.3,2.1,51.6,1.242,100,4.17,rain,0,0,72.3,37.5,291.7,1010.2,34.6,15.2,29.9,4,10,2024-01-12T07:18:55,2024-01-12T17:41:09,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/13/2024,47.84,17.6,-0.2,8.8,0.5,60.6,0,0,0,,0,0,35.3,22.2,174.5,1018.1,15.7,16,13.5,1,10,2024-01-13T07:18:51,2024-01-13T17:41:59,0.08,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/14/2024,40.46,8.2,-5.7,1.3,-1.4,65.3,0,0,0,,0,0,35.3,21.5,347.4,1020.3,79.9,16,18,1,10,2024-01-14T07:18:45,2024-01-14T17:42:50,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/15/2024,26.96,-6.8,-10.8,-8.8,-4.5,87.9,0.626,100,12.5,snow,0,0,43.4,24.7,350.5,1021.7,100,10.2,5.8,0,10,2024-01-15T07:18:38,2024-01-15T17:43:41,0.15,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/16/2024,25.34,-3.8,-15.2,-9.6,-10.9,58.9,0,0,0,,0,0,50.5,30.8,349.6,1029.4,29.4,15.5,37.8,5,10,2024-01-16T07:18:29,2024-01-16T17:44:32,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/17/2024,32.54,4.7,-9,-1.9,-5.8,64.9,0,0,0,,0,0,37.1,22.9,133,1026.8,43.9,16,32.9,4,10,2024-01-17T07:18:18,2024-01-17T17:45:24,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/18/2024,52.34,19.6,3.4,11.1,9.3,88.2,0.332,100,12.5,rain,0,0,40.7,15.9,208.2,1016.1,77.4,8.9,40.6,4,10,2024-01-18T07:18:06,2024-01-18T17:46:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/19/2024,47.48,12.1,-1,6.8,-0.8,54.4,0,0,0,,0,0,45.2,24.6,357.8,1026.2,5.8,15.2,29.8,4,10,2024-01-19T07:17:51,2024-01-19T17:47:08,0.29,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/20/2024,38.3,6.7,-5.8,0.4,-8.3,42.5,0,0,0,,0,0,33.5,18.8,24.1,1032.5,26.8,16,33.6,3,10,2024-01-20T07:17:36,2024-01-20T17:48:00,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/21/2024,39.92,2.7,-2.3,0.6,-5.8,48.2,0,0,0,,0,0,40.7,20.7,82.5,1029.1,99.4,16,27.2,1,10,2024-01-21T07:17:18,2024-01-21T17:48:53,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/22/2024,53.6,17.7,1.8,10.9,11.2,94.6,36.036,100,79.17,rain,0,0,48.2,22.4,92.3,1018.5,98.6,6.2,6.5,1,10,2024-01-22T07:16:59,2024-01-22T17:49:45,0.39,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/23/2024,65.3,20.6,17,18.5,18.1,97.3,24.202,100,70.83,rain,0,0,35.3,19.2,140.6,1014.8,99.4,5,13.5,1,10,2024-01-23T07:16:39,2024-01-23T17:50:38,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/24/2024,62.42,17.7,16.3,16.9,16.3,95.9,47.784,100,95.83,rain,0,0,33.3,21.6,89.7,1015.5,98.6,10.4,7.8,1,10,2024-01-24T07:16:16,2024-01-24T17:51:31,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/25/2024,60.62,19.9,11.6,15.9,13.2,84.7,15.873,100,29.17,rain,0,0,47.6,22.6,334.5,1016.9,44.2,14,52.6,4,10,2024-01-25T07:15:52,2024-01-25T17:52:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/26/2024,58.28,18.3,11.6,14.6,13.5,93.2,17.185,100,29.17,rain,0,0,29.2,17.8,37.2,1015.8,99.5,7,33.3,2,10,2024-01-26T07:15:27,2024-01-26T17:53:16,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/27/2024,55.22,16,7.5,12.8,10,82.4,0,0,0,,0,0,45.8,23.8,318.8,1020.9,78.7,14.8,29,1,10,2024-01-27T07:15:00,2024-01-27T17:54:09,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/28/2024,49.82,17.5,2.4,8.9,3.8,69.6,0,0,0,,0,0,33.5,19.1,334.6,1028.1,14,15.8,54.6,5,10,2024-01-28T07:14:32,2024-01-28T17:55:01,0.6,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/29/2024,52.52,20.4,3,11.4,4.1,65.7,0,0,0,,0,0,11.2,9.3,261.2,1027,8.5,15.5,46.7,5,10,2024-01-29T07:14:02,2024-01-29T17:55:54,0.63,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/30/2024,58.46,22.9,7.8,14.6,5.4,57.3,0,0,0,,0,0,33.5,14.1,253.9,1023.2,33.2,16,49.5,4,10,2024-01-30T07:13:30,2024-01-30T17:56:46,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,1/31/2024,60.26,24.1,7.4,15.7,7.3,61.1,0,0,0,,0,0,13,8.4,181.9,1022.6,33.8,15.8,44.6,2,10,2024-01-31T07:12:57,2024-01-31T17:57:38,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/1/2024,59.72,22.4,8.7,15.4,10.8,75.8,0,0,0,,0,0,38.9,21.5,160.2,1019.1,43.1,15.6,42.2,2,10,2024-02-01T07:12:22,2024-02-01T17:58:30,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/2/2024,62.42,22.5,11,16.9,14.5,86.7,1.149,100,8.33,rain,0,0,40.7,26,125,1011.8,81.9,10,31.4,1,10,2024-02-02T07:11:47,2024-02-02T17:59:22,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/3/2024,62.24,21.6,11.7,16.8,13.2,80.6,30.888,100,50,rain,0,0,51.8,24.3,227.3,1003.5,62.8,13.9,56.6,5,10,2024-02-03T07:11:09,2024-02-03T18:00:13,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/4/2024,58.64,19.9,10.9,14.8,6.7,60.2,0,0,0,,0,0,56.8,34.3,289.4,1003.2,11.7,16,41.4,5,10,2024-02-04T07:10:30,2024-02-04T18:01:05,0.83,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/5/2024,57.74,18.2,11.7,14.3,8.4,68.2,0.143,100,4.17,rain,0,0,44.5,25.9,332.8,1014.9,59.2,16,56.5,5,10,2024-02-05T07:09:50,2024-02-05T18:01:56,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/6/2024,56.66,21.7,6.9,13.6,5.1,59.9,0,0,0,,0,0,20.5,11.2,348.7,1020.3,10.9,16,59.9,5,10,2024-02-06T07:09:09,2024-02-06T18:02:46,0.89,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/7/2024,58.82,21.6,6.2,14.8,9.4,71.7,0,0,0,,0,0,46,27.5,145.2,1017.1,58.3,16,76.3,4,10,2024-02-07T07:08:26,2024-02-07T18:03:37,0.93,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/8/2024,67.46,23.5,16.3,19.7,15.3,76.3,0.13,100,4.17,rain,0,0,37.1,20.9,152.3,1015.3,83.6,16,52.7,5,10,2024-02-08T07:07:42,2024-02-08T18:04:27,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/9/2024,69.98,25.9,18.2,21.1,17.3,79.8,0,0,0,,0,0,37.1,16.8,166.6,1014.4,86.5,15.4,51,2,10,2024-02-09T07:06:56,2024-02-09T18:05:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/10/2024,69.98,24,19,21.1,18.6,86.2,2.17,100,12.5,rain,0,0,43.2,19.2,177.8,1010.2,89.2,12.4,33.5,2,10,2024-02-10T07:06:10,2024-02-10T18:06:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/11/2024,67.1,24.2,11.8,19.5,16,81.3,0.037,100,8.33,rain,0,0,46.2,28,283.3,1007.1,85,13.2,53.1,5,60,2024-02-11T07:05:22,2024-02-11T18:06:55,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/12/2024,51.08,15.8,2.9,9.2,2.9,60.3,0,0,0,,0,0,56.3,29.6,311.1,1017.1,45.6,16,97.6,6,10,2024-02-12T07:04:33,2024-02-12T18:07:44,0.1,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/13/2024,51.44,18.8,2.8,10.8,2.9,63.1,0,0,0,,0,0,9.4,9.7,282.1,1022.3,9.3,16,102.6,6,10,2024-02-13T07:03:43,2024-02-13T18:08:32,0.13,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/14/2024,54.5,19.9,4.7,12.5,6.5,70.2,0,0,0,,0,0,30.7,20.2,136.5,1022.2,34.4,15.5,111,6,10,2024-02-14T07:02:51,2024-02-14T18:09:20,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/15/2024,63.68,22.7,13.5,17.6,13.4,76.9,0,0,0,,0,0,14.8,14.4,149.6,1020.6,79.8,15.5,65.8,3,10,2024-02-15T07:01:59,2024-02-15T18:10:07,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/16/2024,65.3,21.1,17,18.5,15.5,83.2,1.618,100,25,rain,0,0,40.7,20.4,202.3,1015.3,81.6,15.4,36.6,2,10,2024-02-16T07:01:05,2024-02-16T18:10:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/17/2024,47.66,16.6,2.2,6,1.8,62.2,0,0,0,,0,0,49.1,29.7,357.9,1021.1,57.7,16,36.8,1,10,2024-02-17T07:00:11,2024-02-17T18:11:41,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/18/2024,43.7,13.5,-1.5,5.2,-3.3,52.7,0,0,0,,0,0,27.7,16.1,345,1024,11.2,16,96.4,7,10,2024-02-18T06:59:15,2024-02-18T18:12:28,0.3,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/19/2024,49.46,18.3,0.9,9.7,1.3,60.5,0,0,0,,0,0,29.2,16.2,209.1,1022.5,1,15.8,85,7,10,2024-02-19T06:58:18,2024-02-19T18:13:14,0.34,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/20/2024,60.98,25.8,6.2,16.1,10.8,73.8,0,0,0,,0,0,31.7,16.9,203.1,1023.2,10.5,14,105,7,10,2024-02-20T06:57:21,2024-02-20T18:13:59,0.37,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/21/2024,66.74,26.2,12.9,19.3,14.4,75.7,0,0,0,,0,0,45,23.2,179,1019.9,39.9,13.2,108.7,6,10,2024-02-21T06:56:22,2024-02-21T18:14:45,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/22/2024,69.8,25.3,18.6,21,15.8,73,0,0,0,,0,0,46.7,23.9,206.6,1011.5,69.7,15.9,105.1,8,10,2024-02-22T06:55:23,2024-02-22T18:15:29,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/23/2024,66.56,25.2,14.3,19.2,6.3,46.8,0,0,0,,0,0,48.4,22.2,338.5,1015.6,7.5,15.7,93,7,10,2024-02-23T06:54:22,2024-02-23T18:16:14,0.47,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/24/2024,64.04,26.4,7.9,17.8,3.2,43.6,0,0,0,,0,0,27.7,13.5,280.5,1020.6,6.1,16,92.3,7,10,2024-02-24T06:53:21,2024-02-24T18:16:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/25/2024,66.92,26.8,10.4,19.4,11.5,63.3,0,0,0,,0,0,47,25.7,192.1,1017.8,19.1,16,92.5,7,10,2024-02-25T06:52:19,2024-02-25T18:17:42,0.54,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/26/2024,72.86,29.3,20.4,22.9,18,75.4,0,0,0,,0,0,38.9,21.8,201.6,1014,80.9,16,65.3,5,15,2024-02-26T06:51:16,2024-02-26T18:18:25,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/27/2024,75.74,30.2,21.4,24.4,18.1,69.9,0,0,0,,0,0,56.8,34.7,196.5,1008.8,80.5,15.3,89.3,7,10,2024-02-27T06:50:13,2024-02-27T18:19:08,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/28/2024,64.76,23.3,10.2,18.2,8.6,57.1,0.13,100,4.17,rain,0,0,59.4,34.4,352,1017.7,70.4,13.2,80.8,6,10,2024-02-28T06:49:09,2024-02-28T18:19:50,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,2/29/2024,51.8,12.4,7.6,10.7,0.1,47.2,0,0,0,,0,0,33.5,21,39.4,1024.1,87.9,15.9,31,1,10,2024-02-29T06:48:04,2024-02-29T18:20:33,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/1/2024,59,22.9,7.8,14.8,7.8,62.8,0,0,0,,0,0,14.8,16,31.4,1019.1,59,16,71.3,6,10,2024-03-01T06:46:58,2024-03-01T18:21:14,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/2/2024,62.78,22.6,11.1,17.1,14,82.7,0,0,0,,0,0,37.1,16.5,151.2,1017.1,73.8,13.8,85.5,7,10,2024-03-02T06:45:52,2024-03-02T18:21:56,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/3/2024,69.62,26.2,16.3,20.9,18.1,85.2,0,0,0,,0,0,35.3,22.1,142,1013.4,81.4,9.1,83.5,4,30,2024-03-03T06:44:45,2024-03-03T18:22:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/4/2024,73.94,29.9,19.7,23.7,20.3,84,0.15,100,4.17,rain,0,0,38.9,16.1,157,1010.7,75.7,10.3,74.2,6,60,2024-03-04T06:43:37,2024-03-04T18:23:18,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/5/2024,75.2,30.9,19.4,24.1,19.1,77.2,0.238,100,4.17,rain,0,0,18.4,20.7,128,1009.5,59.8,13.1,97.1,6,60,2024-03-05T06:42:29,2024-03-05T18:23:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/6/2024,71.42,28.4,18.8,22,17.2,76.8,0,0,0,,0,0,29.5,19.1,139.6,1011.7,64.6,11.1,100.3,6,10,2024-03-06T06:41:21,2024-03-06T18:24:39,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/7/2024,70.16,25.9,16.7,21.2,17.5,80.6,0.543,100,16.67,rain,0,0,48.7,27.3,138.8,1008.9,77.9,13,94.9,8,10,2024-03-07T06:40:12,2024-03-07T18:25:19,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,3/8/2024,73.94,28.5,19.3,23.4,19,78.4,1.036,100,16.67,rain,0,0,44.3,15.9,356.4,1006.6,78.5,11.7,98.9,5,30,2024-03-08T06:39:02,2024-03-08T18:25:58,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
